,Adam GIEREK,Adam SZEJNFELD,Adina-Ioana VĂLEAN,Agnes JONGERIUS,Agnieszka KOZŁOWSKA-RAJEWICZ,Agustín DÍAZ DE MERA GARCÍA CONSUEGRA,Alain CADEC,Alain LAMASSOURE,Albert DESS,Alberto CIRIO,Aldo PATRICIELLO,Aleksander GABELIC,Aleksejs LOSKUTOVS,Alessandra MUSSOLINI,Alessia Maria MOSCA,Alex MAYER,Alfred SANT,Algirdas SAUDARGAS,Alojz PETERLE,Alyn SMITH,Amjad BASHIR,Ana GOMES,Ana MIRANDA,Anders Primdahl VISTISEN,Anders SELLSTRÖM,Andi CRISTEA,Andor DELI,Andrea BOCSKOR,Andrea COZZOLINO,Andreas SCHWAB,Andrejs MAMIKINS,Andrey KOVATCHEV,Andrey NOVAKOV,Andrzej GRZYB,András GYÜRK,André ELISSEN,Angel DZHAMBAZKI,Angelika MLINAR,Angelika NIEBLER,Angelo CIOCCA,Angélique DELAHAYE,Anja HAZEKAMP,Anna Elżbieta FOTYGA,Anna HEDH,Anna Maria CORAZZA BILDT,Anna ZÁBORSKÁ,Anne SANDER,Anne-Marie MINEUR,Anneleen VAN BOSSUYT,Anneli JÄÄTTEENMÄKI,Annie SCHREIJER-PIERIK,Antanas GUOGA,Anthea McINTYRE,Antonio LÓPEZ-ISTÚRIZ WHITE,Antonio TAJANI,António MARINHO E PINTO,Arnaud DANJEAN,Arndt KOHN,Arne GERICKE,Arne LIETZ,Ashley FOX,Asim ADEMOV,Auke ZIJLSTRA,Axel VOSS,Aymeric CHAUPRADE,Babette WINTER,Barbara KAPPEL,Barbara KUDRYCKA,Barbara LOCHBIHLER,Barbara MATERA,Barbara SPINELLI,Baroness Nosheena MOBARIK,Bart STAES,Bas BELDER,Bas EICKHOUT,Beata GOSIEWSKA,Beatriz BECERRA BASTERRECHEA,Bendt BENDTSEN,Benedek JÁVOR,Bernard MONOT,Bernd KÖLMEL,Bernd LANGE,Bernd LUCKE,Biljana BORZAN,Bill ETHERIDGE,Birgit COLLIN-LANGEN,Birgit SIPPEL,Bodil VALERO,Bogdan Andrzej ZDROJEWSKI,Bogusław LIBERADZKI,Bogusław SONIK,Bolesław G. PIECHA,Boris ZALA,Brando BENIFEI,Branislav ŠKRIPEK,Brian CROWLEY,Brian HAYES,Brice HORTEFEUX,Bronis ROPĖ,Bruno GOLLNISCH,Béla KOVÁCS,Carlos COELHO,Carlos ITURGAIZ,Carlos ZORRINHO,Carolina PUNSET,Caroline NAGTEGAAL,Caterina CHINNICI,Catherine BEARDER,Cecilia WIKSTRÖM,Charles GOERENS,Charles TANNOCK,Christel SCHALDEMOSE,Christelle LECHEVALIER,Christian EHLER,Christine REVAULT D'ALLONNES BONNEFOY,Christofer FJELLNER,Christophe HANSEN,Clara Eugenia AGUILERA GARCÍA,Clare MOODY,Claude MORAES,Claude ROLIN,Claudia SCHMIDT,Claudia ȚAPARDEL,Claudiu Ciprian TĂNĂSESCU,Cláudia MONTEIRO DE AGUIAR,Constanze KREHL,Cornelia ERNST,Costas MAVRIDES,Cristian Dan PREDA,Cristian-Silviu BUŞOI,Csaba MOLNÁR,Csaba SÓGOR,Curzio MALTESE,Czesław Adam SIEKIERSKI,Czesław HOC,Cécile Kashetu KYENGE,Cătălin Sorin IVAN,Daciana Octavia SÂRBU,Damian DRĂGHICI,Damiano ZOFFOLI,Dan NICA,Daniel BUDA,Daniel CASPARY,Daniel DALTON,Daniel HANNAN,Daniela AIUTO,Daniele VIOTTI,Danilo Oscar LANCINI,Danuta JAZŁOWIECKA,Danuta Maria HÜBNER,Dario TAMBURRANO,Dariusz ROSATI,David BORRELLI,David CAMPBELL BANNERMAN,David CASA,David COBURN,David MARTIN,David McALLISTER,David-Maria SASSOLI,Davor ŠKRLEC,Deirdre CLUNE,Demetris PAPADAKIS,Dennis RADTKE,Dennis de JONG,Derek VAUGHAN,Diane DODDS,Diane JAMES,Dieter-Lebrecht KOCH,Dietmar KÖSTER,Dimitrios PAPADIMOULIS,Dita CHARANZOVÁ,Dobromir SOŚNIERZ,Dominique BILDE,Dominique MARTIN,Dominique RIQUET,Doru-Claudian FRUNZULICĂ,Dubravka ŠUICA,Edouard MARTIN,Eduard KUKAN,Edward CZESAK,Eider GARDIAZABAL RUBIAL,Eleftherios SYNADINOS,Elena GENTILE,Elena VALENCIANO,Eleni THEOCHAROUS,Eleonora EVI,Eleonora FORENZA,Elisabeth MORIN-CHARTIER,Elisabetta GARDINI,Elissavet VOZEMBERG-VRIONIDI,Elly SCHLEIN,Elmar BROK,Elsi KATAINEN,Elżbieta Katarzyna ŁUKACIJEWSKA,Emil RADEV,Emilian PAVEL,Emma McCLARKIN,Emmanuel MAUREL,Enrico GASBARRA,Enrique CALVET CHAMBON,Enrique GUERRERO SALOM,Eric ANDRIEU,Ernest URTASUN,Esteban GONZÁLEZ PONS,Estefanía TORRES MARTÍNEZ,Esther HERRANZ GARCÍA,Esther de LANGE,Eugen FREUND,Eva JOLY,Eva KAILI,Eva MAYDELL,Evelyn REGNER,Evelyne GEBHARDT,Evžen TOŠENOVSKÝ,Fabio Massimo CASTALDO,Fernando RUAS,Filiz HYUSMENOVA,Flavio ZANONATO,Florent MARCELLESI,Florian PHILIPPOT,Franc BOGOVIČ,France JAMET,Francesc GAMBÚS,Francis ZAMMIT DIMECH,Francisco ASSIS,Francisco José MILLÁN MON,Franck PROUST,Frank ENGEL,Franz OBERMAYR,Françoise GROSSETÊTE,Fredrick FEDERLEY,Frédérique RIES,Fulvio MARTUSCIELLO,Gabriel MATO,Gabriele PREUSS,Gabriele ZIMMER,Geoffrey VAN ORDEN,Geoffroy DIDIER,Georg MAYER,Georges BACH,Georgi PIRINSKI,Georgios EPITIDEIOS,Georgios KYRTSOS,Gerard BATTEN,Gerben-Jan GERBRANDY,Gerolf ANNEMANS,Gesine MEISSNER,Giancarlo SCOTTÀ,Gilles LEBRETON,Gilles PARGNEAUX,Giorgos GRAMMATIKAKIS,Giovanni LA VIA,Giulia MOI,Giuseppe FERRANDINO,Godelieve QUISTHOUDT-ROWOHL,Goffredo Maria BETTINI,Guillaume BALAS,Gunnar HÖKMARK,Guy VERHOFSTADT,György HÖLVÉNYI,György SCHÖPFLIN,Gérard DEPREZ,Hans-Olaf HENKEL,Harald VILIMSKY,Heidi HAUTALA,Heinz K. BECKER,Helga STEVENS,Helga TRÜPEL,Helmut SCHOLZ,Henna VIRKKUNEN,Herbert DORFMANN,Hermann WINKLER,Hilde VAUTMANS,Hugues BAYET,Ian HUDGHTON,Ignazio CORRAO,Igor GRÄZIN,Igor ŠOLTES,Ilhan KYUCHYUK,Indrek TARAND,Inese VAIDERE,Ingeborg GRÄSSLE,Inmaculada RODRÍGUEZ-PIÑERO FERNÁNDEZ,Innocenzo LEONTINI,Inés AYALA SENDER,Ioan Mircea PAŞCU,Iratxe GARCÍA PÉREZ,Iris HOFFMANN,Isabella ADINOLFI,Isabella DE MONTE,Isabelle THOMAS,Iskra MIHAYLOVA,Ismail ERTUG,István UJHELYI,Iuliu WINKLER,Ivan JAKOVČIĆ,Ivan ŠTEFANEC,Ivana MALETIĆ,Ivari PADAR,Iveta GRIGULE-PĒTERSE,Ivica TOLIĆ,Ivo BELET,Ivo VAJGL,Izaskun BILBAO BARANDICA,Jacek SARYUSZ-WOLSKI,Jacqueline FOSTER,Jacques COLOMBIER,Jadwiga WIŚNIEWSKA,Jakop DALUNDE,James CARVER,James NICHOLSON,Jan HUITEMA,Jan KELLER,Jan OLBRYCHT,Jan ZAHRADIL,Jana ŽITŇANSKÁ,Jane COLLINS,Janice ATKINSON,Janusz LEWANDOWSKI,Janusz ZEMKE,Jaromír KOHLÍČEK,Jaromír ŠTĚTINA,Jarosław KALINOWSKI,Jarosław WAŁĘSA,Jasenko SELIMOVIC,Javi LÓPEZ,Javier COUSO PERMUY,Javier NART,Jean ARTHUIS,Jean LAMBERT,Jean-François JALKH,Jean-Luc SCHAFFHAUSER,Jean-Marie CAVADA,Jean-Marie LE PEN,Jens GEIER,Jens GIESEKE,Jens ROHDE,Jeppe KOFOD,Jeroen LENAERS,Jerzy BUZEK,Jill EVANS,Jill SEYMOUR,Jiří MAŠTÁLKA,Jiří PAYNE,Jiří POSPÍŠIL,Jo LEINEN,Joachim SCHUSTER,Joachim STARBATTY,Joachim ZELLER,Johannes Cornelis van BAALEN,John FLACK,John HOWARTH,John PROCTER,John Stuart AGNEW,Jonathan ARNOTT,Jonathan BULLOCK,Jonás FERNÁNDEZ,Jordi SOLÉ,Josef WEIDENHOLZER,Josep-Maria TERRICABRAS,José BLANCO LÓPEZ,José BOVÉ,José Ignacio SALAFRANCA SÁNCHEZ-NEYRA,José Inácio FARIA,José Manuel FERNANDES,Jozo RADOŠ,João FERREIRA,João PIMENTA LOPES,Joëlle BERGERON,Joëlle MÉLIN,Juan Fernando LÓPEZ AGUILAR,Jude KIRTON-DARLING,Judith SARGENTINI,Julia PITERA,Julia REDA,Julia REID,Julie GIRLING,Julie WARD,Jussi HALLA-AHO,Jytte GUTELAND,Jérôme LAVRILLEUX,József NAGY,József SZÁJER,Jörg MEUTHEN,Jørn DOHRMANN,Karima DELLI,Karin KADENBACH,Karine GLOANEC MAURIN,Karl-Heinz FLORENZ,Karol KARSKI,Karoline GRASWANDER-HAINZ,Kateřina KONEČNÁ,Kathleen VAN BREMPT,Kati PIRI,Kay SWINBURNE,Kazimierz Michał UJAZDOWSKI,Keith TAYLOR,Kerstin WESTPHAL,Kinga GÁL,Klaus BUCHNER,Knut FLECKENSTEIN,Konstantinos PAPADAKIS,Kosma ZŁOTOWSKI,Kostadinka KUNEVA,Kostas CHRYSOGONOS,Kristina WINBERG,Krisztina MORVAI,Krystyna ŁYBACKA,Krzysztof HETMAN,Kārlis ŠADURSKIS,Laima Liucija ANDRIKIENĖ,Lambert van NISTELROOIJ,Lampros FOUNTOULIS,Lara COMI,Laura AGEA,Laura FERRARA,Laurenţiu REBEGA,Lefteris CHRISTOFOROU,Liadh NÍ RIADA,Lidia Joanna GERINGER de OEDENBERG,Lieve WIERINCK,Liisa JAAKONSAARI,Liliana RODRIGUES,Linda McAVAN,Linnéa ENGSTRÖM,Lola SÁNCHEZ CALDENTEY,Lorenzo CESA,Louis MICHEL,Louis-Joseph MANSCOUR,Louise BOURS,Lucy ANDERSON,Luděk NIEDERMAYER,Luigi MORGANO,Luis de GRANDES PASCUAL,Lukas MANDL,Luke Ming FLANAGAN,Lynn BOYLAN,László TŐKÉS,Lívia JÁRÓKA,Mady DELVAUX,Mairead McGUINNESS,Maite PAGAZAURTUNDÚA RUIZ,Malin BJÖRK,Manfred WEBER,Manolis KEFALOGIANNIS,Manuel dos SANTOS,Mara BIZZOTTO,Marc JOULAUD,Marc TARABELLA,Marcel de GRAAFF,Marco AFFRONTE,Marco VALLI,Marco ZANNI,Marco ZULLO,Marcus PRETZELL,Marek JUREK,Marek PLURA,Margot PARKER,Margrete AUKEN,Maria ARENA,Maria GRAPINI,Maria Gabriela ZOANĂ,Maria HEUBUCH,Maria João RODRIGUES,Maria Lidia SENRA RODRÍGUEZ,Maria NOICHL,Maria SPYRAKI,Marian HARKIN,Marian-Jean MARINESCU,Marie-Christine ARNAUTU,Marie-Christine BOUTONNET,Marie-Christine VERGIAT,Marie-Pierre VIEU,Marietje SCHAAKE,Marijana PETIR,Marina ALBIOL GUZMÁN,Mario BORGHEZIO,Marisa MATIAS,Marita ULVSKOG,Mark DEMESMAEKER,Markus FERBER,Markus PIEPER,Marlene MIZZI,Martin HÄUSLING,Martin SCHIRDEWAN,Martin SONNEBORN,Martina ANDERSON,Martina DLABAJOVÁ,Martina MICHELS,Martina WERNER,Mary HONEYBALL,María Teresa GIMÉNEZ BARBAT,Massimiliano SALINI,Massimo PAOLUCCI,Matt CARTHY,Matthijs van MILTENBURG,Maurice PONGA,Max ANDERSSON,Mercedes BRESSO,Merja KYLLÖNEN,Miapetra KUMPULA-NATRI,Michael CRAMER,Michael DETJEN,Michael GAHLER,Michaela ŠOJDROVÁ,Michał BONI,Michał MARUSIK,Michel DANTIN,Michel REIMON,Michela GIUFFRIDA,Michèle ALLIOT-MARIE,Michèle RIVASI,Miguel URBÁN CRESPO,Miguel VIEGAS,Mihai ŢURCANU,Mike HOOKEM,Milan ZVER,Miltiadis KYRKOS,Mircea DIACONU,Mireille D'ORNANO,Miriam DALLI,Mirja VEHKAPERÄ,Miroslav MIKOLÁŠIK,Miroslav POCHE,Miroslavs MITROFANOVS,Mirosław PIOTROWSKI,Molly SCOTT CATO,Momchil NEKOV,Monica MACOVEI,Monika BEŇOVÁ,Monika HOHLMEIER,Monika SMOLKOVÁ,Monika VANA,Morten Helveg PETERSEN,Morten LØKKEGAARD,Morten MESSERSCHMIDT,Mylène TROSZCZYNSKI,Nadine MORANO,Nadja HIRSCH,Nathalie GRIESBECK,Nathan GILL,Nedzhmi ALI,Neena GILL,Neoklis SYLIKIOTIS,Nessa CHILDERS,Nicola CAPUTO,Nicola DANTI,Nicolas BAY,Nigel FARAGE,Nikolaos CHOUNTIS,Nikolay BAREKOV,Nikos ANDROULAKIS,Nils TORVALDS,Nirj DEVA,Norbert ERDŐS,Norbert LINS,Norbert NEUSER,Norica NICOLAI,Notis MARIAS,Nuno MELO,Olaf STUGER,Ole CHRISTENSEN,Olga SEHNALOVÁ,Olle LUDVIGSSON,Othmar KARAS,Paloma LÓPEZ BERMEJO,Paolo DE CASTRO,Pascal ARIMONT,Pascal DURAND,Patricia LALONDE,Patricija ŠULIN,Patrick LE HYARIC,Patrick O'FLYNN,Patrizia TOIA,Paul BRANNEN,Paul NUTTALL,Paul RÜBIG,Paul TANG,Paulo RANGEL,Pavel POC,Pavel SVOBODA,Pavel TELIČKA,Pedro SILVA PEREIRA,Pervenche BERÈS,Peter JAHR,Peter KOUROUMBASHEV,Peter LIESE,Peter LUNDGREN,Peter SIMON,Peter van DALEN,Petr JEŽEK,Petra KAMMEREVERT,Petras AUŠTREVIČIUS,Petri SARVAMAA,Philippe JUVIN,Philippe LAMBERTS,Philippe LOISEAU,Pier Antonio PANZERI,Piernicola PEDICINI,Pilar AYUSO,Pilar del CASTILLO VERA,Pina PICIERNO,Pirkko RUOHONEN-LERNER,Pál CSÁKY,Péter NIEDERMÜLLER,Rachida DATI,Raffaele FITTO,Rainer WIELAND,Ralph PACKET,Ramon TREMOSA i BALCELLS,Ramona Nicole MĂNESCU,Ramón JÁUREGUI ATONDO,Ramón Luis VALCÁRCEL SISO,Raymond FINCH,Rebecca HARMS,Reimer BÖGE,Reinhard BÜTIKOFER,Remo SERNAGIOTTO,Renata BRIANO,Renate SOMMER,Renate WEBER,Renato SORU,Renaud MUSELIER,Ricardo SERRÃO SANTOS,Richard ASHWORTH,Richard CORBETT,Richard SULÍK,Rikke-Louise KARLSSON,Rina Ronja KARI,Robert Jarosław IWASZKIEWICZ,Robert ROCHEFORT,Roberta METSOLA,Roberto GUALTIERI,Roberts ZĪLE,Rolandas PAKSAS,Romana TOMC,Romeo FRANZ,Rory PALMER,Rosa D'AMATO,Rosa ESTARÀS FERRAGUT,Rupert MATTHEWS,Ruža TOMAŠIĆ,Ryszard Antoni LEGUTKO,Ryszard CZARNECKI,Róża Gräfin von THUN UND HOHENSTEIN,Răzvan POPA,Sabine LÖSING,Sabine VERHEYEN,Sajjad KARIM,Salvatore CICU,Sandra KALNIETE,Santiago FISAS AYXELÀ,Seb DANCE,Sergei STANISHEV,Sergio GUTIÉRREZ PRIETO,Sergio Gaetano COFFERATI,Seán KELLY,Siegfried MUREŞAN,Silvia COSTA,Simona BONAFÈ,Sirpa PIETIKÄINEN,Siôn SIMON,Ska KELLER,Sofia RIBEIRO,Sofia SAKORAFA,Soledad CABEZÓN RUIZ,Sophia in 't VELD,Sophie MONTEL,Soraya POST,Sorin MOISĂ,Sotirios ZARIANOPOULOS,Stanislav POLČÁK,Stanisław OŻÓG,Stanisław ŻÓŁTEK,Steeve BRIOIS,Stefan ECK,Stefan GEHROLD,Stefano MAULLU,Stelios KOULOGLOU,Steven WOOLFE,Susanne MELIOR,Sven GIEGOLD,Sven SCHULZE,Svetoslav Hristov MALINOV,Syed KAMALL,Sylvia-Yvonne KAUFMANN,Sylvie GODDYN,Sylvie GUILLAUME,Sławomir KŁOSOWSKI,Tadeusz ZWIEFKA,Takis HADJIGEORGIOU,Tamás DEUTSCH,Tamás MESZERICS,Tania GONZÁLEZ PEÑAS,Tanja FAJON,Teresa JIMÉNEZ-BECERRIL BARRIO,Terry REINTKE,Theodor Dumitru STOLOJAN,Theodoros ZAGORAKIS,Theresa GRIFFIN,Thierry CORNILLET,Thomas HÄNDEL,Thomas MANN,Thomas WAITZ,Tibor SZANYI,Tiemo WÖLKEN,Tilly METZ,Tim AKER,Tiziana BEGHIN,Tokia SAÏFI,Tom VANDENKENDELAERE,Tomasz Piotr PORĘBA,Tomáš ZDECHOVSKÝ,Tonino PICULA,Traian UNGUREANU,Tunne KELAM,Udo BULLMANN,Udo VOIGT,Ulrike MÜLLER,Ulrike RODUST,Ulrike TREBESIUS,Urmas PAET,Urszula KRUPA,Valdemar TOMAŠEVSKI,Valentinas MAZURONIS,Verónica LOPE FONTAGNÉ,Victor BOŞTINARU,Viktor USPASKICH,Vilija BLINKEVIČIŪTĖ,Vincent PEILLON,Virginie ROZIÈRE,Vladimir URUTCHEV,Vladimír MAŇKA,Wajid KHAN,Werner KUHN,Werner LANGEN,William (The Earl of) DARTMOUTH,Wim van de CAMP,Wolf KLINZ,Xabier BENITO ZILUAGA,Yana TOOM,Yannick JADOT,Younous OMARJEE,Zbigniew KUŹMIUK,Zdzisław KRASNODĘBSKI,Zigmantas BALČYTIS,Zoltán BALCZÓ,Ádám KÓSA,Ángela VALLINA,Željana ZOVKO
2014-07-01,1,0,2,2,1,0,3,1,0,6,0,0,0,1,3,0,0,0,0,1,2,9,0,0,0,2,0,2,2,2,1,1,0,6,1,0,1,0,1,0,0,0,2,0,2,4,1,1,0,2,0,2,2,0,3,0,2,0,3,0,1,0,0,0,1,0,3,0,1,0,1,127,0,5,0,0,1,0,0,2,2,2,8,1,6,0,0,3,0,4,0,0,1,2,1,0,0,1,1,2,0,0,0,2,0,0,1,0,0,0,11,0,0,0,1,0,0,0,0,1,4,1,1,0,3,0,0,2,6,2,1,3,0,3,0,2,0,0,0,0,0,1,3,0,0,0,0,0,5,1,1,1,1,0,1,0,7,0,13,0,1,1,0,1,1,2,1,0,0,0,1,0,0,0,0,0,5,0,3,0,2,1,0,2,1,0,3,3,1,2,1,3,0,0,1,0,2,1,0,0,2,1,7,0,0,1,1,3,0,2,3,5,2,0,8,1,0,0,0,0,0,0,0,0,0,4,8,0,7,3,1,3,0,1,0,4,4,0,3,1,2,2,3,2,0,1,0,0,1,6,1,1,3,0,1,1,0,3,5,0,0,0,1,3,2,2,2,1,2,0,0,0,0,0,0,4,0,0,0,2,0,1,1,0,0,1,1,0,1,0,1,0,2,1,3,0,0,2,0,0,0,0,4,5,6,0,0,1,0,3,1,0,1,1,0,2,0,0,0,2,0,2,0,3,0,3,7,4,1,1,0,3,2,0,0,0,0,1,1,1,1,0,2,0,1,0,0,1,0,1,0,0,0,1,5,0,0,0,5,1,1,0,0,2,3,0,14,0,0,1,0,1,2,0,0,0,2,0,0,0,2,0,2,0,0,1,0,0,0,3,0,1,0,2,2,2,0,0,0,0,1,8,1,1,1,1,1,1,3,0,0,1,1,1,1,0,0,0,1,3,0,3,1,1,0,0,1,5,0,0,0,0,1,0,0,1,1,0,0,0,3,0,3,5,2,0,5,5,11,3,0,3,4,0,2,4,1,0,3,3,2,0,0,1,8,0,2,4,2,0,0,3,0,3,2,6,2,3,2,3,0,1,7,0,0,0,3,0,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,4,0,2,3,2,1,0,0,0,1,0,0,0,1,0,4,11,0,2,2,0,0,0,0,6,0,0,0,0,1,2,2,7,1,0,3,0,0,0,0,0,0,0,0,0,6,7,0,0,0,1,2,6,0,0,0,0,1,6,0,0,0,2,3,1,1,0,1,0,1,2,1,0,1,1,0,1,0,0,4,1,7,5,0,3,2,0,0,1,0,2,1,4,0,19,0,4,1,0,2,0,7,0,3,0,0,0,1,0,0,1,1,1,2,0,2,2,0,6,1,1,3,1,0,0,0,0,0,3,1,3,0,0,0,0,1,1,3,0,0,0,2,0,3,1,5,0,1,1,1,2,5,0,1,0,0,0,4,0,0,0,0,0,0,0,0,3,0,2,0,1,3,0,1,6,0,0,1,1,2,0,1,0,1,3,1,0,0,0,2,0,4,0,0,1,3,4,0,0,2,3,0,7,1,4,0,0,0,0,0,1,4,1,4,0,7,0,0,0,2,0,0,3,1,0,0,0,1,4,0,1,2,2,3,1,8,0
2014-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-01,2,3,7,1,1,1,6,0,2,14,0,0,0,1,4,0,0,0,5,0,1,5,0,0,0,6,0,1,5,1,7,1,0,1,0,0,0,0,0,0,2,2,4,0,1,3,2,2,0,2,2,3,2,3,15,3,2,0,2,0,5,0,0,1,1,0,2,1,4,5,3,118,3,8,2,1,2,0,0,3,1,1,3,2,11,0,1,1,0,4,0,0,1,1,9,0,4,4,2,5,0,13,0,2,0,0,2,1,0,2,5,1,0,0,1,0,0,1,0,1,2,2,3,0,0,0,0,0,4,3,1,2,0,1,0,2,0,0,0,0,9,4,1,0,0,1,0,0,2,0,3,0,1,0,1,0,8,1,4,5,2,2,0,0,6,5,0,0,0,1,2,0,9,0,0,0,16,0,3,0,1,15,0,2,2,0,1,6,2,0,0,2,0,1,1,0,0,0,0,0,4,0,3,2,0,1,1,1,0,2,2,2,1,1,10,0,0,0,0,0,2,0,3,0,2,2,16,0,10,3,2,2,4,2,0,0,0,0,10,0,0,14,1,0,2,0,0,0,1,5,1,12,6,0,0,2,2,1,1,1,0,5,0,3,1,3,0,0,3,0,1,1,0,13,0,20,0,0,0,2,0,0,0,0,0,2,1,0,1,0,1,0,0,1,3,14,1,9,0,0,0,2,4,6,3,0,0,0,0,12,1,0,1,0,1,3,2,0,3,1,0,1,1,3,0,9,18,0,1,4,0,5,0,0,0,0,0,0,1,0,0,0,2,0,3,1,1,1,0,2,0,0,0,1,5,0,0,0,7,0,4,0,0,2,16,0,21,0,0,1,1,1,2,0,0,0,3,0,0,1,0,1,0,0,0,2,0,0,0,1,0,2,2,4,6,0,2,0,3,2,3,6,0,1,1,0,4,1,2,0,0,2,14,13,1,1,3,0,2,2,0,5,0,2,0,13,2,10,0,0,1,0,0,0,0,0,5,2,0,0,9,0,8,0,1,0,16,14,20,1,1,2,3,1,1,2,0,0,2,5,2,0,1,2,17,0,1,7,3,2,0,9,0,4,4,15,3,4,0,1,0,0,15,2,0,0,2,2,0,0,0,0,0,0,5,0,1,0,0,1,1,0,0,1,0,1,2,0,3,3,4,2,0,20,0,2,2,1,0,0,16,0,2,0,0,2,2,1,0,3,3,2,0,1,0,0,0,14,0,0,5,0,1,1,0,18,1,0,2,0,0,0,2,1,1,0,0,0,7,14,1,0,2,0,2,16,1,4,0,0,0,4,1,2,0,0,2,1,1,1,2,1,1,3,2,0,2,1,0,3,1,1,2,0,8,4,0,5,3,0,0,0,0,0,1,10,0,13,0,7,4,2,3,0,3,1,0,0,0,0,0,3,0,3,0,0,3,0,1,0,0,8,1,0,0,0,0,0,0,2,0,5,0,5,2,0,0,1,0,1,3,1,0,0,1,1,4,1,1,2,3,11,0,0,2,2,1,2,1,0,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,5,0,0,1,7,1,11,1,2,1,1,0,1,0,0,0,0,4,0,0,1,3,4,0,0,6,3,0,6,2,3,0,0,1,0,0,0,1,0,2,0,6,3,1,1,1,0,0,0,0,0,0,0,2,3,6,1,1,1,2,1,16,0
